Mod:Item:MetaData, Localized Name
magneticraft:storage_blocks:0, Copper Block
magneticraft:storage_blocks:1, Lead Block
magneticraft:storage_blocks:2, Cobalt Block
magneticraft:storage_blocks:3, Tungsten Block
magneticraft:storage_blocks:4, Sulfur Block
magneticraft:combustion_chamber:0, Combustion Chamber
magneticraft:steam_boiler:0, Boiler
magneticraft:heat_pipe:0, Heat Pipe
magneticraft:insulated_heat_pipe:0, Insulated Heat Pipe
magneticraft:heat_sink:0, Heat sink
magneticraft:gasification_unit:0, Gasification Unit
magneticraft:brick_furnace:0, Brick furnace
magneticraft:battery:0, Battery Block
magneticraft:electric_furnace:0, Electric furnace
magneticraft:infinite_energy:0, Infinite Energy
magneticraft:air_bubble:0, Air Bubble
magneticraft:airlock:0, Airlock
magneticraft:thermopile:0, Thermopile
magneticraft:wind_turbine:0, Wind turbine
magneticraft:electric_heater:0, Electric Heater
magneticraft:rf_heater:0, RF Heater
magneticraft:rf_transformer:0, RF transformer
magneticraft:electric_engine:0, Electric Engine
magneticraft:small_tank:0, Small tank
magneticraft:iron_pipe:0, Iron Pipe
magneticraft:computer:0, Computer
magneticraft:mining_robot:0, Mining Robot
magneticraft:box:0, Wooden Box
magneticraft:crushing_table:0, Crushing Table
magneticraft:sluice_box:0, Sluice Box
magneticraft:fabricator:0, Fabricator
magneticraft:conveyor_belt:0, Conveyor Belt
magneticraft:inserter:0, Inserter
magneticraft:water_generator:0, Water Generator
magneticraft:feeding_trough:0, Wooden Feeding Trough
magneticraft:pneumatic_tube:0, Pneumatic Tube
magneticraft:pneumatic_restriction_tube:0, Restriction Pneumatic Tube
magneticraft:relay:0, Relay
magneticraft:filter:0, Filter
magneticraft:transposer:0, Transposer
magneticraft:connector:0, Electric Connector
magneticraft:electric_pole:0, Electric Pole
magneticraft:electric_cable:0, Electric cable
magneticraft:tesla_tower:0, Tesla Tower
magneticraft:energy_receiver:0, Energy Receiver
magneticraft:electric_pole_transformer:0, Electric Pole Transformer
magneticraft:limestone:0, Limestone
magneticraft:limestone:1, Limestone Brick
magneticraft:limestone:2, Limestone Cobble
magneticraft:burnt_limestone:0, Burnt Limestone
magneticraft:burnt_limestone:1, Burnt Limestone Brick
magneticraft:burnt_limestone:2, Burnt Limestone Cobble
magneticraft:tile_limestone:0, Limestone Tiles
magneticraft:tile_limestone:1, Inverted Limestone Tiles
magneticraft:tube_light:0, Tube Light
magneticraft:solar_panel:0, Solar Panel
magneticraft:shelving_unit:0, Shelving Unit
magneticraft:steam_engine:0, Small Steam Engine
magneticraft:grinder:0, Grinder
magneticraft:sieve:0, Sieve
magneticraft:solar_tower:0, Solar Tower
magneticraft:solar_mirror:0, Solar Mirror
magneticraft:container:0, Shipping container
magneticraft:pumpjack:0, Pumpjack
magneticraft:hydraulic_press:0, Hydraulic Press
magneticraft:oil_heater:0, Oil Heater
magneticraft:refinery:0, Refinery
magneticraft:big_combustion_chamber:0, Bigger Combustion Chamber
magneticraft:big_steam_boiler:0, Bigger Steam Boiler
magneticraft:steam_turbine:0, Steam Turbine
magneticraft:big_electric_furnace:0, Bigger Electric Furnace
magneticraft:multiblock_parts:0, Machine Block
magneticraft:multiblock_parts:1, Electrical Machine Block
magneticraft:multiblock_parts:2, Iron Grate Machine Block
magneticraft:multiblock_parts:3, Striped Machine Block
magneticraft:multiblock_parts:4, Copper Coil Machine Block
magneticraft:multiblock_parts:5, Corrugate Iron Machine Block
magneticraft:multiblock_column:0, Support Column (Y axis)
magneticraft:pumpjack_drill:0, Pumpjack Pipe
mapgadgets:trade_editor, Villager Trade Editor
mapgadgets:item_editor, Item Editor
mapgadgets:entity_editor, Entity Editor
mapgadgets:potion_maker, Potion Maker
mapgadgets:spawn_egg_maker, Spawn Egg Creator
mapgadgets:spawner_editor, Spawner Editor
mapgadgets:tiny_spawner_maker, Tiny Spawner Creator
mapgadgets:nbt_checker, NBT Checker
mapgadgets:fight_starter, Fight Starter
mapgadgets:stacker, Entity Stacker
mcjtylib_ng:multipart, tile.mcjtylib_ng.multipart.name
mekores:mekanismore:0, Uranium Crystal
mekores:mekanismore:1, Uranium Shard
mekores:mekanismore:2, Uranium Clump
mekores:mekanismore:3, Dirty Uranium Dust
mekores:mekanismore:4, Uranium Dust
mekores:mekanismore:5, Yellorium Crystal
mekores:mekanismore:6, Yellorium Shard
mekores:mekanismore:7, Yellorium Clump
mekores:mekanismore:8, Dirty Yellorium Dust
mekores:mekanismore:9, Yellorium Dust
mekores:mekanismore:10, Nickel Crystal
mekores:mekanismore:11, Nickel Shard
mekores:mekanismore:12, Nickel Clump
mekores:mekanismore:13, Dirty Nickel Dust
mekores:mekanismore:14, Nickel Dust
mekores:mekanismore:15, Platinum Crystal
mekores:mekanismore:16, Platinum Shard
mekores:mekanismore:17, Platinum Clump
mekores:mekanismore:18, Dirty Platinum Dust
mekores:mekanismore:19, Platinum Dust
mekores:mekanismore:20, Iridium Crystal
mekores:mekanismore:21, Iridium Shard
mekores:mekanismore:22, Iridium Clump
mekores:mekanismore:23, Dirty Iridium Dust
mekores:mekanismore:24, Iridium Dust
mekores:mekanismore:25, Mithril Crystal
mekores:mekanismore:26, Mithril Shard
mekores:mekanismore:27, Mithril Clump
mekores:mekanismore:28, Dirty Mithril Dust
mekores:mekanismore:29, Mithril Dust
mekores:mekanismore:30, Aluminum Crystal
mekores:mekanismore:31, Aluminum Shard
mekores:mekanismore:32, Aluminum Clump
mekores:mekanismore:33, Dirty Aluminum Dust
mekores:mekanismore:34, Aluminum Dust
mekores:mekanismore:35, Cobalt Crystal
mekores:mekanismore:36, Cobalt Shard
mekores:mekanismore:37, Cobalt Clump
mekores:mekanismore:38, Dirty Cobalt Dust
mekores:mekanismore:39, Cobalt Dust
mekores:mekanismore:40, Ardite Crystal
mekores:mekanismore:41, Ardite Shard
mekores:mekanismore:42, Ardite Clump
mekores:mekanismore:43, Dirty Ardite Dust
mekores:mekanismore:44, Ardite Dust
mekores:mekanismore:45, Starmetal Crystal
mekores:mekanismore:46, Starmetal Shard
mekores:mekanismore:47, Starmetal Clump
mekores:mekanismore:48, Dirty Starmetal Dust
mekores:mekanismore:49, Starmetal Dust
mekores:mekanismore:50, Draconium Crystal
mekores:mekanismore:51, Draconium Shard
mekores:mekanismore:52, Draconium Clump
mekores:mekanismore:53, Dirty Draconium Dust
mekores:mekanismore:54, Draconium Dust
mekores:mekanismore:55, Beryllium Crystal
mekores:mekanismore:56, Beryllium Shard
mekores:mekanismore:57, Beryllium Clump
mekores:mekanismore:58, Dirty Beryllium Dust
mekores:mekanismore:59, Beryllium Dust
mekores:mekanismore:60, Boron Crystal
mekores:mekanismore:61, Boron Shard
mekores:mekanismore:62, Boron Clump
mekores:mekanismore:63, Dirty Boron Dust
mekores:mekanismore:64, Boron Dust
mekores:mekanismore:65, Lithium Crystal
mekores:mekanismore:66, Lithium Shard
mekores:mekanismore:67, Lithium Clump
mekores:mekanismore:68, Dirty Lithium Dust
mekores:mekanismore:69, Lithium Dust
mekores:mekanismore:70, Magnesium Crystal
mekores:mekanismore:71, Magnesium Shard
mekores:mekanismore:72, Magnesium Clump
mekores:mekanismore:73, Dirty Magnesium Dust
mekores:mekanismore:74, Magnesium Dust
mekores:mekanismore:75, Thorium Crystal
mekores:mekanismore:76, Thorium Shard
mekores:mekanismore:77, Thorium Clump
mekores:mekanismore:78, Dirty Thorium Dust
mekores:mekanismore:79, Thorium Dust
mekores:mekanismore:80, Zirconium Crystal
mekores:mekanismore:81, Zirconium Shard
mekores:mekanismore:82, Zirconium Clump
mekores:mekanismore:83, Dirty Zirconium Dust
mekores:mekanismore:84, Zirconium Dust
mekores:mekanismore:85, Titanium Crystal
mekores:mekanismore:86, Titanium Shard
mekores:mekanismore:87, Titanium Clump
mekores:mekanismore:88, Dirty Titanium Dust
mekores:mekanismore:89, Titanium Dust
mekores:mekanismore:90, Desh Crystal
mekores:mekanismore:91, Desh Shard
mekores:mekanismore:92, Desh Clump
mekores:mekanismore:93, Dirty Desh Dust
mekores:mekanismore:94, Desh Dust
mekores:mekanismore:95, Carbon Crystal
mekores:mekanismore:96, Carbon Shard
mekores:mekanismore:97, Carbon Clump
mekores:mekanismore:98, Dirty Carbon Dust
mekores:mekanismore:99, Carbon Dust
mekores:mekanismore:100, Dark Iron Crystal
mekores:mekanismore:101, Dark Iron Shard
mekores:mekanismore:102, Dark Iron Clump
mekores:mekanismore:103, Dirty Dark Iron Dust
mekores:mekanismore:104, Dark Iron Dust
mekores:mekanismore:105, Tungsten Crystal
mekores:mekanismore:106, Tungsten Shard
mekores:mekanismore:107, Tungsten Clump
mekores:mekanismore:108, Dirty Tungsten Dust
mekores:mekanismore:109, Tungsten Dust
mekores:mekanismore:110, Zinc Crystal
mekores:mekanismore:111, Zinc Shard
mekores:mekanismore:112, Zinc Clump
mekores:mekanismore:113, Dirty Zinc Dust
mekores:mekanismore:114, Zinc Dust
mekores:mekanismore:115, Mercury Crystal
mekores:mekanismore:116, Mercury Shard
mekores:mekanismore:117, Mercury Clump
mekores:mekanismore:118, Dirty Mercury Dust
mekores:mekanismore:119, Mercury Dust
mekores:mekanismore:120, Palladium Crystal
mekores:mekanismore:121, Palladium Shard
mekores:mekanismore:122, Palladium Clump
mekores:mekanismore:123, Dirty Palladium Dust
mekores:mekanismore:124, Palladium Dust
mekores:mekanismore:125, Dilithium Crystal
mekores:mekanismore:126, Dilithium Shard
mekores:mekanismore:127, Dilithium Clump
mekores:mekanismore:128, Dirty Dilithium Dust
mekores:mekanismore:129, Dilithium Dust
mekores:mekanismore:130, Adamantine Crystal
mekores:mekanismore:131, Adamantine Shard
mekores:mekanismore:132, Adamantine Clump
mekores:mekanismore:133, Dirty Adamantine Dust
mekores:mekanismore:134, Adamantine Dust
mekores:mekanismore:135, Alduorite Crystal
mekores:mekanismore:136, Alduorite Shard
mekores:mekanismore:137, Alduorite Clump
mekores:mekanismore:138, Dirty Alduorite Dust
mekores:mekanismore:139, Alduorite Dust
mekores:mekanismore:140, Astral Silver Crystal
mekores:mekanismore:141, Astral Silver Shard
mekores:mekanismore:142, Astral Silver Clump
mekores:mekanismore:143, Dirty Astral Silver Dust
mekores:mekanismore:144, Astral Silver Dust
mekores:mekanismore:145, Atlarus Crystal
mekores:mekanismore:146, Atlarus Shard
mekores:mekanismore:147, Atlarus Clump
mekores:mekanismore:148, Dirty Atlarus Dust
mekores:mekanismore:149, Atlarus Dust
mekores:mekanismore:150, Carmot Crystal
mekores:mekanismore:151, Carmot Shard
mekores:mekanismore:152, Carmot Clump
mekores:mekanismore:153, Dirty Carmot Dust
mekores:mekanismore:154, Carmot Dust
mekores:mekanismore:155, Ceruclase Crystal
mekores:mekanismore:156, Ceruclase Shard
mekores:mekanismore:157, Ceruclase Clump
mekores:mekanismore:158, Dirty Ceruclase Dust
mekores:mekanismore:159, Ceruclase Dust
mekores:mekanismore:160, Deep Iron Crystal
mekores:mekanismore:161, Deep Iron Shard
mekores:mekanismore:162, Deep Iron Clump
mekores:mekanismore:163, Dirty Deep Iron Dust
mekores:mekanismore:164, Deep Iron Dust
mekores:mekanismore:165, Eximite Crystal
mekores:mekanismore:166, Eximite Shard
mekores:mekanismore:167, Eximite Clump
mekores:mekanismore:168, Dirty Eximite Dust
mekores:mekanismore:169, Eximite Dust
mekores:mekanismore:170, Ignatius Crystal
mekores:mekanismore:171, Ignatius Shard
mekores:mekanismore:172, Ignatius Clump
mekores:mekanismore:173, Dirty Ignatius Dust
mekores:mekanismore:174, Ignatius Dust
mekores:mekanismore:175, Infuscolium Crystal
mekores:mekanismore:176, Infuscolium Shard
mekores:mekanismore:177, Infuscolium Clump
mekores:mekanismore:178, Dirty Infuscolium Dust
mekores:mekanismore:179, Infuscolium Dust
mekores:mekanismore:180, Kalendrite Crystal
mekores:mekanismore:181, Kalendrite Shard
mekores:mekanismore:182, Kalendrite Clump
mekores:mekanismore:183, Dirty Kalendrite Dust
mekores:mekanismore:184, Kalendrite Dust
mekores:mekanismore:185, Lemurite Crystal
mekores:mekanismore:186, Lemurite Shard
mekores:mekanismore:187, Lemurite Clump
mekores:mekanismore:188, Dirty Lemurite Dust
mekores:mekanismore:189, Lemurite Dust
mekores:mekanismore:190, Manganese Crystal
mekores:mekanismore:191, Manganese Shard
mekores:mekanismore:192, Manganese Clump
mekores:mekanismore:193, Dirty Manganese Dust
mekores:mekanismore:194, Manganese Dust
mekores:mekanismore:195, Meutoite Crystal
mekores:mekanismore:196, Meutoite Shard
mekores:mekanismore:197, Meutoite Clump
mekores:mekanismore:198, Dirty Meutoite Dust
mekores:mekanismore:199, Meutoite Dust
mekores:mekanismore:200, Midasium Crystal
mekores:mekanismore:201, Midasium Shard
mekores:mekanismore:202, Midasium Clump
mekores:mekanismore:203, Dirty Midasium Dust
mekores:mekanismore:204, Midasium Dust
mekores:mekanismore:205, Orichalcum Crystal
mekores:mekanismore:206, Orichalcum Shard
mekores:mekanismore:207, Orichalcum Clump
mekores:mekanismore:208, Dirty Orichalcum Dust
mekores:mekanismore:209, Orichalcum Dust
mekores:mekanismore:210, Oureclase Crystal
mekores:mekanismore:211, Oureclase Shard
mekores:mekanismore:212, Oureclase Clump
mekores:mekanismore:213, Dirty Oureclase Dust
mekores:mekanismore:214, Oureclase Dust
mekores:mekanismore:215, Prometheum Crystal
mekores:mekanismore:216, Prometheum Shard
mekores:mekanismore:217, Prometheum Clump
mekores:mekanismore:218, Dirty Prometheum Dust
mekores:mekanismore:219, Prometheum Dust
mekores:mekanismore:220, Rubracium Crystal
mekores:mekanismore:221, Rubracium Shard
mekores:mekanismore:222, Rubracium Clump
mekores:mekanismore:223, Dirty Rubracium Dust
mekores:mekanismore:224, Rubracium Dust
mekores:mekanismore:225, Sanguinite Crystal
mekores:mekanismore:226, Sanguinite Shard
mekores:mekanismore:227, Sanguinite Clump
mekores:mekanismore:228, Dirty Sanguinite Dust
mekores:mekanismore:229, Sanguinite Dust
mekores:mekanismore:230, Shadow Iron Crystal
mekores:mekanismore:231, Shadow Iron Shard
mekores:mekanismore:232, Shadow Iron Clump
mekores:mekanismore:233, Dirty Shadow Iron Dust
mekores:mekanismore:234, Shadow Iron Dust
mekores:mekanismore:235, Vulcanite Crystal
mekores:mekanismore:236, Vulcanite Shard
mekores:mekanismore:237, Vulcanite Clump
mekores:mekanismore:238, Dirty Vulcanite Dust
mekores:mekanismore:239, Vulcanite Dust
mekores:mekanismore:240, Vyroxeres Crystal
mekores:mekanismore:241, Vyroxeres Shard
mekores:mekanismore:242, Vyroxeres Clump
mekores:mekanismore:243, Dirty Vyroxeres Dust
mekores:mekanismore:244, Vyroxeres Dust
mekores:mekanismore:245, Tiberium Crystal
mekores:mekanismore:246, Tiberium Shard
mekores:mekanismore:247, Tiberium Clump
mekores:mekanismore:248, Dirty Tiberium Dust
mekores:mekanismore:249, Tiberium Dust
mekores:mekanismore:250, Aurorium Crystal
mekores:mekanismore:251, Aurorium Shard
mekores:mekanismore:252, Aurorium Clump
mekores:mekanismore:253, Dirty Aurorium Dust
mekores:mekanismore:254, Aurorium Dust
mekores:mekanismore:255, Duranite Crystal
mekores:mekanismore:256, Duranite Shard
mekores:mekanismore:257, Duranite Clump
mekores:mekanismore:258, Dirty Duranite Dust
mekores:mekanismore:259, Duranite Dust
mekores:mekanismore:260, Valyrium Crystal
mekores:mekanismore:261, Valyrium Shard
mekores:mekanismore:262, Valyrium Clump
mekores:mekanismore:263, Dirty Valyrium Dust
mekores:mekanismore:264, Valyrium Dust
mekores:mekanismore:265, Vibranium Crystal
mekores:mekanismore:266, Vibranium Shard
mekores:mekanismore:267, Vibranium Clump
mekores:mekanismore:268, Dirty Vibranium Dust
mekores:mekanismore:269, Vibranium Dust
mekores:mekanismore:270, Karmesine Crystal
mekores:mekanismore:271, Karmesine Shard
mekores:mekanismore:272, Karmesine Clump
mekores:mekanismore:273, Dirty Karmesine Dust
mekores:mekanismore:274, Karmesine Dust
mekores:mekanismore:275, Ovium Crystal
mekores:mekanismore:276, Ovium Shard
mekores:mekanismore:277, Ovium Clump
mekores:mekanismore:278, Dirty Ovium Dust
mekores:mekanismore:279, Ovium Dust
mekores:mekanismore:280, Jauxum Crystal
mekores:mekanismore:281, Jauxum Shard
mekores:mekanismore:282, Jauxum Clump
mekores:mekanismore:283, Dirty Jauxum Dust
mekores:mekanismore:284, Jauxum Dust
mekores:mekanismore:285, Uru Crystal
mekores:mekanismore:286, Uru Shard
mekores:mekanismore:287, Uru Clump
mekores:mekanismore:288, Dirty Uru Dust
mekores:mekanismore:289, Uru Dust
mekores:mekanismore:290, Osram Crystal
mekores:mekanismore:291, Osram Shard
mekores:mekanismore:292, Osram Clump
mekores:mekanismore:293, Dirty Osram Dust
mekores:mekanismore:294, Osram Dust
mekores:mekanismore:295, Eezo Crystal
mekores:mekanismore:296, Eezo Shard
mekores:mekanismore:297, Eezo Clump
mekores:mekanismore:298, Dirty Eezo Dust
mekores:mekanismore:299, Eezo Dust
mekores:mekanismore:300, Abyssum Crystal
mekores:mekanismore:301, Abyssum Shard
mekores:mekanismore:302, Abyssum Clump
mekores:mekanismore:303, Dirty Abyssum Dust
mekores:mekanismore:304, Abyssum Dust
mekores:mekanismore:305, Vanadium Crystal
mekores:mekanismore:306, Vanadium Shard
mekores:mekanismore:307, Vanadium Clump
mekores:mekanismore:308, Dirty Vanadium Dust
mekores:mekanismore:309, Vanadium Dust
mekores:mekanismore:310, Baronyte Crystal
mekores:mekanismore:311, Baronyte Shard
mekores:mekanismore:312, Baronyte Clump
mekores:mekanismore:313, Dirty Baronyte Dust
mekores:mekanismore:314, Baronyte Dust
mekores:mekanismore:315, Blazium Crystal
mekores:mekanismore:316, Blazium Shard
mekores:mekanismore:317, Blazium Clump
mekores:mekanismore:318, Dirty Blazium Dust
mekores:mekanismore:319, Blazium Dust
mekores:mekanismore:320, Elecanium Crystal
mekores:mekanismore:321, Elecanium Shard
mekores:mekanismore:322, Elecanium Clump
mekores:mekanismore:323, Dirty Elecanium Dust
mekores:mekanismore:324, Elecanium Dust
mekores:mekanismore:325, Emberstone Crystal
mekores:mekanismore:326, Emberstone Shard
mekores:mekanismore:327, Emberstone Clump
mekores:mekanismore:328, Dirty Emberstone Dust
mekores:mekanismore:329, Emberstone Dust
mekores:mekanismore:330, Ghastly Crystal
mekores:mekanismore:331, Ghastly Shard
mekores:mekanismore:332, Ghastly Clump
mekores:mekanismore:333, Dirty Ghastly Dust
mekores:mekanismore:334, Ghastly Dust
mekores:mekanismore:335, Ghoulish Crystal
mekores:mekanismore:336, Ghoulish Shard
mekores:mekanismore:337, Ghoulish Clump
mekores:mekanismore:338, Dirty Ghoulish Dust
mekores:mekanismore:339, Ghoulish Dust
mekores:mekanismore:340, Limonite Crystal
mekores:mekanismore:341, Limonite Shard
